-1.076739779357185900e-01,1.365463377660875111e+00,-4.096180852908600234e-01,-3.301843564151876048e-02,5.813967278618643597e-01,-8.519909815240765960e-01,9.544635550751522368e-01,-7.308924456514011292e-02,-2.307893589651301092e+00,-1.322335229214660623e-01,-2.048769037491319014e-02,2.548389581638375034e+00,2.472221016932777182e+00,3.453675837236771518e+00,2.125817556740535075e+00,-1.373862188376917759e+00,2.751974063199321918e+00,4.461331764315505377e-01,-6.809101724834676350e-02,-4.559740532482891018e-01,2.676961492094037443e+00,-8.428117327329163189e-01,3.151211139375122428e-01,-8.276280784518739164e-01,-1.123887030832709577e+00,0.000000000000000000e+00,2.230301719138755079e+00
-1.076739779357185900e-01,1.365463377660875111e+00,-4.096180852908600234e-01,-3.301843564151876048e-02,5.813967278618643597e-01,-8.519909815240765960e-01,9.544635550751522368e-01,-7.308924456514011292e-02,-2.307893589651301092e+00,-1.322335229214660623e-01,2.829521952913691685e-01,2.548389581638375034e+00,2.472221016932777182e+00,3.453675837236771518e+00,1.694143587760020830e+00,-1.373862188376917759e+00,2.751974063199321918e+00,4.461331764315505377e-01,-6.809101724834676350e-02,-4.559740532482891018e-01,2.676961492094037443e+00,-8.428117327329163189e-01,3.151211139375122428e-01,-8.276280784518739164e-01,-1.123887030832709577e+00,0.000000000000000000e+00,1.695935822191455999e+00
-1.076739779357185900e-01,1.365463377660875111e+00,-4.096180852908600234e-01,-3.301843564151876048e-02,5.813967278618643597e-01,-8.519909815240765960e-01,9.544635550751522368e-01,-7.308924456514011292e-02,-2.307893589651301092e+00,-1.322335229214660623e-01,-8.686516536441278580e-02,2.548389581638375034e+00,2.472221016932777182e+00,3.453675837236771518e+00,3.991216808184792075e-01,-1.373862188376917759e+00,2.751974063199321918e+00,4.461331764315505377e-01,-6.809101724834676350e-02,-4.559740532482891018e-01,2.676961492094037443e+00,-1.418016685509430275e+00,3.151211139375122428e-01,-8.276280784518739164e-01,-1.123887030832709577e+00,0.000000000000000000e+00,5.458874787613999802e-01
-1.076739779357185900e-01,1.365463377660875111e+00,-4.096180852908600234e-01,-3.301843564151876048e-02,5.813967278618643597e-01,-8.519909815240765960e-01,9.544635550751522368e-01,-7.308924456514011292e-02,-2.307893589651301092e+00,8.612464133222489382e-01,5.674270881035091696e-01,1.939324581348269350e+00,1.718535902899241519e+00,3.453675837236771518e+00,1.046632634289250019e+00,5.971121864273521984e-01,2.751974063199321918e+00,4.461331764315505377e-01,1.148854326529366254e+00,-4.559740532482891018e-01,2.676961492094037443e+00,-8.428117327329163189e-01,-1.352012427795182270e-01,-8.276280784518739164e-01,-1.123887030832709577e+00,0.000000000000000000e+00,1.068636725775061747e+00
-1.076739779357185900e-01,1.365463377660875111e+00,-4.096180852908600234e-01,-3.301843564151876048e-02,5.813967278618643597e-01,-8.519909815240765960e-01,9.544635550751522368e-01,-7.308924456514011292e-02,-2.307893589651301092e+00,8.612464133222489382e-01,5.674270881035091696e-01,1.939324581348269350e+00,1.718535902899241519e+00,3.453675837236771518e+00,3.343705854714021375e-01,5.971121864273521984e-01,2.751974063199321918e+00,4.461331764315505377e-01,1.148854326529366254e+00,-4.559740532482891018e-01,2.676961492094037443e+00,-8.428117327329163189e-01,-1.352012427795182270e-01,-8.276280784518739164e-01,-1.123887030832709577e+00,0.000000000000000000e+00,3.019378301550244559e-01
-1.076739779357185900e-01,1.365463377660875111e+00,-4.096180852908600234e-01,-6.077259035979123980e-02,5.813967278618643597e-01,-8.519909815240765960e-01,9.544635550751522368e-01,-7.308924456514011292e-02,-3.688339698747796103e+00,4.354692977892282713e-01,4.157071452703675618e-01,1.939324581348269350e+00,1.718535902899241519e+00,3.453675837236771518e+00,8.307956497989933409e-01,-3.883750009747827803e-01,2.751974063199321918e+00,4.461331764315505377e-01,1.148854326529366254e+00,-4.559740532482891018e-01,2.676961492094037443e+00,-1.338372922817297583e+00,-1.352012427795182270e-01,-8.276280784518739164e-01,-1.123887030832709577e+00,0.000000000000000000e+00,8.595370269695969956e-01
-1.076739779357185900e-01,1.365463377660875111e+00,-4.096180852908600234e-01,-6.077259035979123980e-02,5.813967278618643597e-01,-8.519909815240765960e-01,9.544635550751522368e-01,-7.308924456514011292e-02,-3.688339698747796103e+00,4.354692977892282713e-01,2.070922238747988087e-01,1.939324581348269350e+00,1.718535902899241519e+00,3.453675837236771518e+00,1.672559889310995418e+00,-3.883750009747827803e-01,2.751974063199321918e+00,4.461331764315505377e-01,1.148854326529366254e+00,-4.559740532482891018e-01,2.676961492094037443e+00,-3.118533147853650433e-01,-1.352012427795182270e-01,-8.276280784518739164e-01,-1.123887030832709577e+00,0.000000000000000000e+00,1.765635721793277435e+00
-1.076739779357185900e-01,1.365463377660875111e+00,-4.096180852908600234e-01,-6.077259035979123980e-02,5.813967278618643597e-01,-8.519909815240765960e-01,9.544635550751522368e-01,-7.308924456514011292e-02,-3.688339698747796103e+00,4.354692977892282713e-01,3.256234292131902075e-01,1.939324581348269350e+00,1.718535902899241519e+00,3.453675837236771518e+00,2.293091219720483576e+00,-3.883750009747827803e-01,2.751974063199321918e+00,4.461331764315505377e-01,1.148854326529366254e+00,-4.559740532482891018e-01,2.676961492094037443e+00,-7.100721282460285000e-01,-1.352012427795182270e-01,-8.276280784518739164e-01,-1.123887030832709577e+00,0.000000000000000000e+00,2.218685069205117877e+00
-1.076739779357185900e-01,1.365463377660875111e+00,-4.096180852908600234e-01,-6.077259035979123980e-02,5.813967278618643597e-01,-8.519909815240765960e-01,9.544635550751522368e-01,-7.308924456514011292e-02,-2.307893589651301092e+00,4.354692977892282713e-01,5.674270881035091696e-01,1.939324581348269350e+00,1.718535902899241519e+00,3.453675837236771518e+00,8.847548959215573161e-01,-3.883750009747827803e-01,2.751974063199321918e+00,4.461331764315505377e-01,1.148854326529366254e+00,-4.559740532482891018e-01,2.676961492094037443e+00,-8.428117327329163189e-01,-1.352012427795182270e-01,-8.276280784518739164e-01,-1.123887030832709577e+00,0.000000000000000000e+00,8.943869767705078244e-01
-1.076739779357185900e-01,1.365463377660875111e+00,-4.096180852908600234e-01,-6.077259035979123980e-02,5.813967278618643597e-01,-8.519909815240765960e-01,9.544635550751522368e-01,-7.308924456514011292e-02,-2.307893589651301092e+00,4.354692977892282713e-01,3.967421524162251800e-01,1.939324581348269350e+00,1.718535902899241519e+00,3.453675837236771518e+00,3.667461331449407003e-01,-3.883750009747827803e-01,2.751974063199321918e+00,4.461331764315505377e-01,1.148854326529366254e+00,-4.559740532482891018e-01,2.676961492094037443e+00,-1.462263220338392955e+00,-1.352012427795182270e-01,-8.276280784518739164e-01,-1.123887030832709577e+00,0.000000000000000000e+00,4.761875791595783780e-01
