Source Name,Average encoder_test_rmse_all,StdDev encoder_test_rmse_all,Average decoder_test_rmse_2-step,StdDev decoder_test_rmse_2-step,Average decoder_test_rmse_3-step,StdDev decoder_test_rmse_3-step,Average decoder_test_rmse_4-step,StdDev decoder_test_rmse_4-step,Average decoder_test_rmse_5-step,StdDev decoder_test_rmse_5-step,Average decoder_test_rmse_6-step,StdDev decoder_test_rmse_6-step
runnables/train_multi.py,4.593358086681004,0.16798307539238344,8.948063644017385,0.14098207203343874,9.54128001797817,0.11438288125672483,9.846924121386301,0.12792429253979642,10.077858122185251,0.11789887089311395,10.274593217794758,0.11962771475553421
