Source Name,Average encoder_test_rmse_all,StdDev encoder_test_rmse_all,Average decoder_test_rmse_2-step,StdDev decoder_test_rmse_2-step,Average decoder_test_rmse_3-step,StdDev decoder_test_rmse_3-step,Average decoder_test_rmse_4-step,StdDev decoder_test_rmse_4-step,Average decoder_test_rmse_5-step,StdDev decoder_test_rmse_5-step,Average decoder_test_rmse_6-step,StdDev decoder_test_rmse_6-step
runnables/train_coso.py,4.633879424804624,0.16938625870802576,8.944241763447236,0.1356484183039035,9.556023294153992,0.12174020157213401,9.884490401133892,0.14100987484801247,10.139320551157184,0.13858855547414187,10.362828450574145,0.13821369893128094
